index,s,t,p,e,c
1,33400,33400,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
2,33288,33288,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
3,28830,28830,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
4,11055,11055,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
5,11161,11161,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
6,17866,17866,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
7,28569,28569,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
8,15667,15667,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
9,21927,21927,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
10,10052,10052,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
11,22324,22324,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
12,26231,26231,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
13,10497,10497,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
14,19188,19188,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
15,29431,29431,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
16,33215,33215,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
17,17910,17910,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
18,24286,24286,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
19,31526,31526,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
20,13715,13715,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
21,27031,27031,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
22,27903,27903,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
23,20573,20573,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
24,32429,32429,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
25,17108,17108,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
26,3975,3975,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
27,31365,31365,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
28,2613,2613,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
29,29245,29245,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
30,11502,11502,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
31,11623,11623,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
32,28755,28755,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
33,18719,18719,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
34,26121,26121,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
35,8731,8731,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
36,18264,18264,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
37,24530,24530,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
38,29583,29583,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
39,13120,13120,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
40,27116,27116,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
41,29795,29795,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
42,10619,10619,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
43,4855,4855,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
44,19473,19473,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
45,25306,25306,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
46,11983,11983,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
47,20205,20205,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
48,8393,8393,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
49,30736,30736,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
50,8204,8204,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
51,15871,15871,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
52,727,727,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
53,24619,24619,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
54,21590,21590,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
55,18384,18384,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
56,4095,4095,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
57,26441,26441,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
58,26044,26044,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
59,32321,32321,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
60,23863,23863,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
61,24442,24442,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
62,23465,23465,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
63,9961,9961,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
64,7106,7106,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
65,6031,6031,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
66,482,482,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
67,29245,29245,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
68,8731,8731,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
69,21809,21809,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
70,16816,16816,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
71,31080,31080,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
72,11891,11891,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
73,23491,23491,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
74,21339,21339,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
75,31028,31028,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
76,25306,25306,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
77,17772,17772,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
78,20346,20346,3,[0.29411765 0.52941176 0.71470588 0.85764706],3
